Pincode,Zone,City,State,COD,PrePaid
571247,South-2,MADIKERI,KARNATAKA,TRUE,TRUE
275306,North,MAU,UTTAR PRADESH,TRUE,TRUE
276405,North,MAU,UTTAR PRADESH,TRUE,TRUE
686602,South-2,KOTTAYAM,KERALA,TRUE,TRUE
686601,South-2,KOTTAYAM,KERALA,TRUE,TRUE
246446,North,KARNAPRAYAG,UTTAR PRADESH,TRUE,TRUE
246474,North,KARNAPRAYAG,UTTAR PRADESH,TRUE,TRUE
246487,North,KARNAPRAYAG,UTTAR PRADESH,TRUE,TRUE
641021,South-2,MALUMICHAMPATTI,TAMIL NADU,TRUE,TRUE
641008,South-2,MALUMICHAMPATTI,TAMIL NADU,TRUE,TRUE
410101,West,KARJAT,MAHARASHTRA,TRUE,TRUE
754217,East,RAJNAGAR OR,ORISSA,TRUE,TRUE
483331,Central,BAHORIBAND,MADHYA PRADESH,TRUE,TRUE
695555,South-2,TRIVANDRUM,KERALA,TRUE,TRUE
191101,North,SRINAGAR,JAMMU AND KASHMIR,TRUE,TRUE
821108,East,KUDRA,BIHAR,TRUE,TRUE
821104,East,KUDRA,BIHAR,TRUE,TRUE
500067,South-1,HYDERABAD,TELANGANA,TRUE,TRUE
500010,South-1,HYDERABAD,TELANGANA,TRUE,TRUE
673693,South-2,BATHERY,KERALA,TRUE,TRUE
822118,East,LESHLIGANJ,JHARKHAND,TRUE,TRUE
581319,South-2,GOKARNA,KARNATAKA,TRUE,TRUE
518463,South-1,KODUMURU,ANDHRA PRADESH,TRUE,TRUE
210305,North,DELHI NCR,DELHI,TRUE,TRUE
210310,North,DELHI NCR,DELHI,TRUE,TRUE
673308,South-2,KOZHIKODE,KERALA,TRUE,TRUE
671320,South-1,BODHAN,TELANGANA,TRUE,TRUE
522508,South-1,TADIKONDA,ANDHRA PRADESH,TRUE,TRUE
503207,South-1,BODHAN,TELANGANA,TRUE,TRUE
503206,South-1,BODHAN,TELANGANA,TRUE,TRUE
503201,South-1,BODHAN,TELANGANA,TRUE,TRUE
852125,East,SUPAUL,BIHAR,TRUE,TRUE
852109,East,SUPAUL,BIHAR,TRUE,TRUE
852111,East,SUPAUL,BIHAR,TRUE,TRUE
585211,South-2,SEDAM,KARNATAKA,TRUE,TRUE
737128,East,MELLI,SIKKIM,TRUE,TRUE
685612,South-2,KATTAPANA,KERALA,TRUE,TRUE
415519,West,SATARA,MAHARASHTRA,TRUE,TRUE
415518,West,SATARA,MAHARASHTRA,TRUE,TRUE
415019,West,SATARA,MAHARASHTRA,TRUE,TRUE
508113,South-1,CHOUTUPPAL,TELANGANA,TRUE,TRUE
444307,Central,CHIKHLI,MAHARASHTRA,TRUE,TRUE
444301,Central,CHIKHLI,MAHARASHTRA,TRUE,TRUE
508233,South-1,Kodad,TELANGANA,TRUE,TRUE
141000,North,LUDHIANA,PUNJAB,TRUE,TRUE
141001,North,LUDHIANA,PUNJAB,TRUE,TRUE
141003,North,LUDHIANA,PUNJAB,TRUE,TRUE
141004,North,LUDHIANA,PUNJAB,TRUE,TRUE
141005,North,LUDHIANA,PUNJAB,TRUE,TRUE
141006,North,LUDHIANA,PUNJAB,TRUE,TRUE
141002,North,LUDHIANA,PUNJAB,TRUE,TRUE
141007,North,LUDHIANA,PUNJAB,TRUE,TRUE
141008,North,LUDHIANA,PUNJAB,TRUE,TRUE
141009,North,LUDHIANA,PUNJAB,TRUE,TRUE
141010,North,LUDHIANA,PUNJAB,TRUE,TRUE
141011,North,LUDHIANA,PUNJAB,TRUE,TRUE
141016,North,LUDHIANA,PUNJAB,TRUE,TRUE
141017,North,LUDHIANA,PUNJAB,TRUE,TRUE
141021,North,LUDHIANA,PUNJAB,TRUE,TRUE
141022,North,LUDHIANA,PUNJAB,TRUE,TRUE
141027,North,LUDHIANA,PUNJAB,TRUE,TRUE
141116,North,LUDHIANA,PUNJAB,TRUE,TRUE
141122,North,LUDHIANA,PUNJAB,TRUE,TRUE
142013,North,LUDHIANA,PUNJAB,TRUE,TRUE
142021,North,LUDHIANA,PUNJAB,TRUE,TRUE
142022,North,LUDHIANA,PUNJAB,TRUE,TRUE
142027,North,LUDHIANA,PUNJAB,TRUE,TRUE
141012,North,LUDHIANA,PUNJAB,TRUE,TRUE
141013,North,LUDHIANA,PUNJAB,TRUE,TRUE
141014,North,LUDHIANA,PUNJAB,TRUE,TRUE
141015,North,LUDHIANA,PUNJAB,TRUE,TRUE
508223,South-1,SURYAPET,TELANGANA,TRUE,TRUE
683547,South-2,PERUMBAVOOR,KERALA,TRUE,TRUE
683544,South-2,PERUMBAVOOR,KERALA,TRUE,TRUE
683542,South-2,PERUMBAVOOR,KERALA,TRUE,TRUE
683541,South-2,PERUMBAVOOR,KERALA,TRUE,TRUE
683543,South-2,PERUMBAVOOR,KERALA,TRUE,TRUE
560024,South-2,BANGALORE,KARNATAKA,TRUE,TRUE
560032,South-2,BANGALORE,KARNATAKA,TRUE,TRUE
621117,South-2,KALLAKURUCHI,TAMIL NADU,TRUE,TRUE
606201,South-2,KALLAKURUCHI,TAMIL NADU,TRUE,TRUE
606204,South-2,KALLAKURUCHI,TAMIL NADU,TRUE,TRUE
533252,South-1,LAKKAVARM,ANDHRA PRADESH,TRUE,TRUE
533251,South-1,LAKKAVARM,ANDHRA PRADESH,TRUE,TRUE
305203,North,MANGLIYAWAS,RAJASTHAN,TRUE,TRUE
835211,East,KOLEBIRA,JHARKHAND,TRUE,TRUE
333308,North,UDAIPURWATI,RAJASTHAN,TRUE,TRUE
332604,North,KHANDELA,RAJASTHAN,TRUE,TRUE
332742,North,DANTARAMGARH,RAJASTHAN,TRUE,TRUE
305026,North,PUSHKAR,RAJASTHAN,TRUE,TRUE
700019,East,KOLKATA,WEST BENGAL,TRUE,TRUE
700020,East,KOLKATA,WEST BENGAL,TRUE,TRUE
700075,East,KOLKATA,WEST BENGAL,TRUE,TRUE
700078,East,KOLKATA,WEST BENGAL,TRUE,TRUE
670303,South-2,KANNUR,KERALA,TRUE,TRUE
455118,Central,DEWAS,MADHYA PRADESH,TRUE,TRUE
131101,North,GANNAUR,HARYANA,TRUE,TRUE
415304,West,BHAVANINAGAR,MAHARASHTRA,TRUE,TRUE
415305,West,BHAVANINAGAR,MAHARASHTRA,TRUE,TRUE
641031,South-2,COIMBATORE,TAMIL NADU,TRUE,TRUE
641022,South-2,COIMBATORE,TAMIL NADU,TRUE,TRUE
631206,South-1,RANIPET,TAMIL NADU,TRUE,TRUE
630562,South-2,MADAGUPATTI,TAMIL NADU,TRUE,TRUE
844507,East,KHALISPUR,BIHAR,TRUE,TRUE
844501,East,KHALISPUR,BIHAR,TRUE,TRUE
613517,South-2,ERODE,TAMIL NADU,TRUE,TRUE
613516,South-2,ERODE,TAMIL NADU,TRUE,TRUE
606301,South-2,KALLAKURUCHI,TAMIL NADU,TRUE,TRUE
576234,South-2,MYSORE,KARNATAKA,TRUE,TRUE
228133,North,SULTANPUR,UTTAR PRADESH,TRUE,TRUE
671320,South-2,KASARGODE,KERALA,TRUE,TRUE
682006,South-2,THOPPUMPADI,KERALA,TRUE,TRUE
642204,South-2,TIRUPPUR,TAMIL NADU,TRUE,TRUE
686692,South-2,THODUPUZHA,KERALA,TRUE,TRUE
686666,South-2,THODUPUZHA,KERALA,TRUE,TRUE
686691,South-2,THODUPUZHA,KERALA,TRUE,TRUE
686671,South-2,THODUPUZHA,KERALA,TRUE,TRUE
686661,South-2,THODUPUZHA,KERALA,TRUE,TRUE
686673,South-2,THODUPUZHA,KERALA,TRUE,TRUE
226501,North,LUCKNOW,UTTAR PRADESH,TRUE,TRUE
636307,South-2,SALEM,TAMIL NADU,TRUE,TRUE
636010,South-2,SALEM,TAMIL NADU,TRUE,TRUE
636002,South-2,SALEM,TAMIL NADU,TRUE,TRUE
636001,South-2,SALEM,TAMIL NADU,TRUE,TRUE
636016,South-2,SALEM,TAMIL NADU,TRUE,TRUE
636009,South-2,SALEM,TAMIL NADU,TRUE,TRUE
636004,South-2,SALEM,TAMIL NADU,TRUE,TRUE
636008,South-2,SALEM,TAMIL NADU,TRUE,TRUE
636007,South-2,SALEM,TAMIL NADU,TRUE,TRUE
670012,South-2,VALIYANNUR,KERALA,TRUE,TRUE
670005,South-2,VALIYANNUR,KERALA,TRUE,TRUE
500019,South-1,HYDERABAD,TELANGANA,TRUE,TRUE
500046,South-1,HYDERABAD,TELANGANA,TRUE,TRUE
500084,South-1,HYDERABAD,TELANGANA,TRUE,TRUE
502032,South-1,HYDERABAD,TELANGANA,TRUE,TRUE
636458,South-2,SALEM,TAMIL NADU,TRUE,TRUE
636451,South-2,SALEM,TAMIL NADU,TRUE,TRUE
636813,South-2,DHARMAPURI,TAMIL NADU,TRUE,TRUE
636810,South-2,DHARMAPURI,TAMIL NADU,TRUE,TRUE
833214,East,CHAIBASA,JHARKHAND,TRUE,TRUE
441104,Central,MAUDA,MAHARASHTRA,TRUE,TRUE
833223,East,BARAJAMDA,JHARKHAND,TRUE,TRUE
833213,East,BARAJAMDA,JHARKHAND,TRUE,TRUE
833222,East,BARAJAMDA,JHARKHAND,TRUE,TRUE
833221,East,BARAJAMDA,JHARKHAND,TRUE,TRUE
736167,East,SITALKUCHI,WEST BENGAL,TRUE,TRUE
226303,North,LUCKNOW,UTTAR PRADESH,TRUE,TRUE
410201,West,KARJAT,MAHARASHTRA,TRUE,TRUE
522510,South-1,TADIKONDA,ANDHRA PRADESH,TRUE,TRUE
341304,North,LADNUN,RAJASTHAN,TRUE,TRUE
638476,South-2,Gopichettipalyam,TAMIL NADU,TRUE,TRUE
638054,South-2,Gopichettipalyam,TAMIL NADU,TRUE,TRUE
638456,South-2,Gopichettipalyam,TAMIL NADU,TRUE,TRUE
670018,South-2,KANNUR,KERALA,TRUE,TRUE
670007,South-2,KANNUR,KERALA,TRUE,TRUE
792131,North East,LONGDING,ARUNACHAL PRADESH,TRUE,TRUE
792120,North East,CHANGLANG,ARUNACHAL PRADESH,TRUE,TRUE
506122,South-1,WARANGAL,TELANGANA,TRUE,TRUE
690542,South-2,KARUNAGAPPALLY,KERALA,TRUE,TRUE
690546,South-2,KARUNAGAPPALLY,KERALA,TRUE,TRUE
690528,South-2,KARUNAGAPPALLY,KERALA,TRUE,TRUE
690573,South-2,KARUNAGAPPALLY,KERALA,TRUE,TRUE
690525,South-2,KARUNAGAPPALLY,KERALA,TRUE,TRUE
690547,South-2,KARUNAGAPPALLY,KERALA,TRUE,TRUE
690526,South-2,KARUNAGAPPALLY,KERALA,TRUE,TRUE
690518,South-2,KARUNAGAPPALLY,KERALA,TRUE,TRUE
690544,South-2,KARUNAGAPPALLY,KERALA,TRUE,TRUE
847213,East,MADHUBANI,BIHAR,TRUE,TRUE
847212,East,MADHUBANI,BIHAR,TRUE,TRUE
847211,East,MADHUBANI,BIHAR,TRUE,TRUE
457779,Central,JHABUA,MADHYA PRADESH,TRUE,TRUE
834009,East,RANCHI,JHARKHAND,TRUE,TRUE
500111,South-1,HYDERABAD,TELANGANA,TRUE,TRUE
500090,South-1,HYDERABAD,TELANGANA,TRUE,TRUE
500034,South-1,HYDERABAD,TELANGANA,TRUE,TRUE
641105,South-2,MALUMICHAMPATTI,TAMIL NADU,TRUE,TRUE
641112,South-2,MALUMICHAMPATTI,TAMIL NADU,TRUE,TRUE
171215,North,SHIMLA,HIMACHAL PRADESH,TRUE,TRUE
797123,North East,DIMAPUR,NAGALAND,TRUE,TRUE
572213,South-2,TUMKUR,KARNATAKA,TRUE,TRUE
608901,South-2,PERAMBALUR,TAMIL NADU,TRUE,TRUE
621803,South-2,PERAMBALUR,TAMIL NADU,TRUE,TRUE
612905,South-2,PERAMBALUR,TAMIL NADU,TRUE,TRUE
612902,South-2,PERAMBALUR,TAMIL NADU,TRUE,TRUE
612901,South-2,PERAMBALUR,TAMIL NADU,TRUE,TRUE
123001,North,NARNAUL,HARYANA,TRUE,TRUE
582109,South-2,DHARWAD,KARNATAKA,TRUE,TRUE
400017,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
841504,East,CHAINPUR,BIHAR,TRUE,TRUE
841434,East,BASANT PUR,BIHAR,TRUE,TRUE
803307,East,SARMERA,BIHAR,TRUE,TRUE
792110,North East,ROING,ARUNACHAL PRADESH,TRUE,TRUE
140109,North,MULLANPUR,PUNJAB,TRUE,TRUE
276402,North,CHIRYAKOT,UTTAR PRADESH,TRUE,TRUE
272129,North,BASTI,UTTAR PRADESH,TRUE,TRUE
783393,North East,CHIRANG,ASSAM,TRUE,TRUE
791001,North East,AALO,ARUNACHAL PRADESH,TRUE,TRUE
488050,Central,PANNA,MADHYA PRADESH,TRUE,TRUE
488051,Central,PANNA,MADHYA PRADESH,TRUE,TRUE
488058,Central,PANNA,MADHYA PRADESH,TRUE,TRUE
182146,North,DODA,JAMMU AND KASHMIR,TRUE,TRUE
185102,North,POONCH,JAMMU AND KASHMIR,TRUE,TRUE
421302,West,THANE,MAHARASHTRA,TRUE,TRUE
756088,East,JALESWAR,WEST BENGAL,TRUE,TRUE
322711,North,NEEM KA THANA,RAJASTHAN,TRUE,TRUE
175012,North,JOGINDER NAGAR,HIMACHAL PRADESH,TRUE,TRUE
174032,North,BILASPUR HP,HIMACHAL PRADESH,TRUE,TRUE
470673,Central,BUXWAHA,MADHYA PRADESH,TRUE,TRUE
471318,Central,BUXWAHA,MADHYA PRADESH,TRUE,TRUE
517123,South-1,Piler,ANDHRA PRADESH,TRUE,TRUE
517214,South-1,Piler,ANDHRA PRADESH,TRUE,TRUE
587115,South-2,BELGUAM,KARNATAKA,TRUE,TRUE
587112,South-2,BELGUAM,KARNATAKA,TRUE,TRUE
132044,North,ASSANDH,HARYANA,TRUE,TRUE
322203,North,SAPOTRA,RAJASTHAN,TRUE,TRUE
303506,North,PAPARDA,RAJASTHAN,TRUE,TRUE
328037,North,MANIYA,RAJASTHAN,TRUE,TRUE
586209,South-2,BIJAPUR,KARNATAKA,TRUE,TRUE
123028,North,Mahendergarh,HARYANA,TRUE,TRUE
400022,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400019,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400024,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400070,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
518346,South-1,ASPARI,ANDHRA PRADESH,TRUE,TRUE
391151,West,NASVADI,GUJARAT,TRUE,TRUE
391152,West,NASVADI,GUJARAT,TRUE,TRUE
764028,East,KORAPUT,ORISSA,TRUE,TRUE
627118,South-2,THISAYANVILAI,TAMIL NADU,TRUE,TRUE
171218,North,SOLAN,HIMACHAL PRADESH,TRUE,TRUE
193102,North,BARAMULLA,JAMMU AND KASHMIR,TRUE,TRUE
193125,North,BARAMULLA,JAMMU AND KASHMIR,TRUE,TRUE
411037,West,PUNE,MAHARASHTRA,TRUE,TRUE
500037,South-1,HYDERABAD,TELANGANA,TRUE,TRUE
500049,South-1,HYDERABAD,TELANGANA,TRUE,TRUE
500072,South-1,HYDERABAD,TELANGANA,TRUE,TRUE
500085,South-1,HYDERABAD,TELANGANA,TRUE,TRUE
500090,South-1,HYDERABAD,TELANGANA,TRUE,TRUE
500099,South-1,HYDERABAD,TELANGANA,TRUE,TRUE
500123,South-1,HYDERABAD,TELANGANA,TRUE,TRUE
502325,South-1,HYDERABAD,TELANGANA,TRUE,TRUE
192233,North,ANANTNAG,JAMMU AND KASHMIR,TRUE,TRUE
761209,East,CHIKITI,ORISSA,TRUE,TRUE
833215,East,CHAIBASA,JHARKHAND,TRUE,TRUE
711408,East,HARIPAL,WEST BENGAL,TRUE,TRUE
797110,North East,CHUMUKIDIMA,NAGALAND,TRUE,TRUE
285130,North,ORAI,UTTAR PRADESH,TRUE,TRUE
285125,North,ORAI,UTTAR PRADESH,TRUE,TRUE
799284,North East,AMARPUR,TRIPURA,TRUE,TRUE
797114,North East,PHEK,NAGALAND,TRUE,TRUE
303325,North,DAUSA,RAJASTHAN,TRUE,TRUE
193223,North,KUPWARA,JAMMU AND KASHMIR,TRUE,TRUE
173221,North,KUNDAGHAT,HIMACHAL PRADESH,TRUE,TRUE
327603,North,BAGIDORA,RAJASTHAN,TRUE,TRUE
327606,North,BAGIDORA,RAJASTHAN,TRUE,TRUE
335025,North,GOLUWALA,RAJASTHAN,TRUE,TRUE
327034,North,ARTHUNA,RAJASTHAN,TRUE,TRUE
205261,North,GHIROR UP,UTTAR PRADESH,TRUE,TRUE
415620,West,CHAFE,MAHARASHTRA,TRUE,TRUE
322212,North,BAMANWAS,RAJASTHAN,TRUE,TRUE
801112,East,NAUBATPUR,BIHAR,TRUE,TRUE
854327,East,PURNIA,BIHAR,TRUE,TRUE
815311,East,GIRIDIH,JHARKHAND,TRUE,TRUE
799100,North East,BISHALGARH,TRIPURA,TRUE,TRUE
444726,Central,MORSHI,MAHARASHTRA,TRUE,TRUE
481885,Central,SHAHPURA SER,MADHYA PRADESH,TRUE,TRUE
685551,South-2,KATTAPANA,KERALA,TRUE,TRUE
685509,South-2,KATTAPANA,KERALA,TRUE,TRUE
388545,West,ANAND,GUJARAT,TRUE,TRUE
370485,West,MANDVI,GUJARAT,TRUE,TRUE
582217,South-2,RON,KARNATAKA,TRUE,TRUE
848113,East,TAJPUR,BIHAR,TRUE,TRUE
723156,East,RAGHUNATHPUR,WEST BENGAL,TRUE,TRUE
185135,North,RAJOURI,JAMMU AND KASHMIR,TRUE,TRUE
470339,Central,BUXWAHA,MADHYA PRADESH,TRUE,TRUE
471203,Central,CHATARPUR,MADHYA PRADESH,TRUE,TRUE
456550,Central,MAHIDPUR,MADHYA PRADESH,TRUE,TRUE
456441,Central,MAHIDPUR,MADHYA PRADESH,TRUE,TRUE
248143,North,DOIWALA,UTTARAKHAND,TRUE,TRUE
248145,North,DOIWALA,UTTARAKHAND,TRUE,TRUE
248016,North,DOIWALA,UTTARAKHAND,TRUE,TRUE
875102,South-2,Tiptur,KARNATAKA,TRUE,TRUE
835213,East,KURU,JHARKHAND,TRUE,TRUE
193403,North,MAGAM,JAMMU AND KASHMIR,TRUE,TRUE
587114,South-2,RON,KARNATAKA,TRUE,TRUE
246440,North,CHAMOLI,UTTARAKHAND,TRUE,TRUE
246486,North,CHAMOLI,UTTARAKHAND,TRUE,TRUE
246428,North,CHAMOLI,UTTARAKHAND,TRUE,TRUE
246431,North,CHAMOLI,UTTARAKHAND,TRUE,TRUE
231314,North,MIRZAPUR,UTTAR PRADESH,TRUE,TRUE
231501,North,MIRZAPUR,UTTAR PRADESH,TRUE,TRUE
577118,South-2,Basarikatte,KARNATAKA,TRUE,TRUE
424214,West,JAMNER,MAHARASHTRA,TRUE,TRUE
303507,North,DAUSA,RAJASTHAN,TRUE,TRUE
173217,North,SOLAN,HIMACHAL PRADESH,TRUE,TRUE
173222,North,KUNDAGHAT,HIMACHAL PRADESH,TRUE,TRUE
146110,North,Hoshiarpur,PUNJAB,TRUE,TRUE
147104,North,PATIALA,PUNJAB,TRUE,TRUE
365490,West,RAJKOT,GUJARAT,TRUE,TRUE
201318,North,DELHI NCR,DELHI,TRUE,TRUE
201316,North,DELHI NCR,DELHI,TRUE,TRUE
201313,North,DELHI NCR,DELHI,TRUE,TRUE
201317,North,DELHI NCR,DELHI,TRUE,TRUE
172025,North,ANNI,HIMACHAL PRADESH,TRUE,TRUE
191205,North,LAR GANDERBAL,JAMMU AND KASHMIR,TRUE,TRUE
327608,North,Banswara,RAJASTHAN,TRUE,TRUE
303610,North,NAWA RJ,RAJASTHAN,TRUE,TRUE
331804,North,Churu,RAJASTHAN,TRUE,TRUE
311607,North,BHILWARA,RAJASTHAN,TRUE,TRUE
175009,North,MANDI CITY,HIMACHAL PRADESH,TRUE,TRUE
152005,North,Ferozepur,PUNJAB,TRUE,TRUE
185211,North,POONCH,JAMMU AND KASHMIR,TRUE,TRUE
323616,North,UNIYARA,RAJASTHAN,TRUE,TRUE
326022,North,RATLAI,RAJASTHAN,TRUE,TRUE
327031,North,ARTHUNA,RAJASTHAN,TRUE,TRUE
228132,North,KADIPUR,UTTAR PRADESH,TRUE,TRUE
325003,North,KOTA,RAJASTHAN,TRUE,TRUE
262904,North,KHIRI,UTTAR PRADESH,TRUE,TRUE
225305,North,BARABANKI,UTTAR PRADESH,TRUE,TRUE
683587,South-2,ALUVA,KERALA,TRUE,TRUE
683581,South-2,ALUVA,KERALA,TRUE,TRUE
263635,North,BAIJNATH UK,UTTARAKHAND,TRUE,TRUE
604203,South-1,TINDIVANAM,TAMIL NADU,TRUE,TRUE
507302,South-1,TALLADA,TELANGANA,TRUE,TRUE
144408,North,ADAMPUR,PUNJAB,TRUE,TRUE
144405,North,PHAGWARA,PUNJAB,TRUE,TRUE
571154,South-2,SRIRANGAPATNA,KARNATAKA,TRUE,TRUE
571152,South-2,MALAVALLI,KARNATAKA,TRUE,TRUE
571151,South-2,KOLLEGALA,KARNATAKA,TRUE,TRUE
571150,South-2,NANJANAGUDU,KARNATAKA,TRUE,TRUE
570150,South-2,MANDYA,KARNATAKA,TRUE,TRUE
571159,South-2,MADDUR,KARNATAKA,TRUE,TRUE
392170,West,JAMBUSAR,GUJARAT,TRUE,TRUE
411040,West,PUNE,MAHARASHTRA,TRUE,TRUE
411048,West,PUNE,MAHARASHTRA,TRUE,TRUE
411060,West,PUNE,MAHARASHTRA,TRUE,TRUE
411022,West,PUNE,MAHARASHTRA,TRUE,TRUE
145030,North,JUGIYAL,PUNJAB,TRUE,TRUE
145028,North,JUGIYAL,PUNJAB,TRUE,TRUE
152124,North,FAZILKA,PUNJAB,TRUE,TRUE
172027,North,KUMARSAIN,HIMACHAL PRADESH,TRUE,TRUE
571474,South-2,MANDYA,KARNATAKA,TRUE,TRUE
312205,North,BHOPALSAGAR,RAJASTHAN,TRUE,TRUE
627453,South-2,TIRUNELVELI,TAMIL NADU,TRUE,TRUE
261403,North,NAIMISHARANYA,UTTAR PRADESH,TRUE,TRUE
203090,North,ANUPSHAHAR,UTTAR PRADESH,TRUE,TRUE
177219,North,GONDPUR,HIMACHAL PRADESH,TRUE,TRUE
175046,North,PANGANA,HIMACHAL PRADESH,TRUE,TRUE
393040,West,DEDIAPADA,GUJARAT,TRUE,TRUE
365650,West,KHAMBHA,GUJARAT,TRUE,TRUE
393017,West,RAJPARDI,GUJARAT,TRUE,TRUE
393120,West,RAJPARDI,GUJARAT,TRUE,TRUE
393110,West,RAJPARDI,GUJARAT,TRUE,TRUE
393115,West,RAJPARDI,GUJARAT,TRUE,TRUE
471101,Central,KHAJURAO MP,MADHYA PRADESH,TRUE,TRUE
835324,East,SISAI,JHARKHAND,TRUE,TRUE
535534,South-1,KURUPAM,ANDHRA PRADESH,TRUE,TRUE
606901,South-1,TIRUVANNAMALAI,TAMIL NADU,TRUE,TRUE
606751,South-1,TIRUVANNAMALAI,TAMIL NADU,TRUE,TRUE
792102,North East,NAMSAI,ARUNACHAL PRADESH,TRUE,TRUE
314804,North,BICHHIWARA,RAJASTHAN,TRUE,TRUE
744206,East,PORT BLAIR,ANDAMAN AND NICOBAR,TRUE,TRUE
491888,Central,DHODHA,CHHATTISGARH,TRUE,TRUE
483330,Central,BAHORIBAND,MADHYA PRADESH,TRUE,TRUE
600077,South-1,CHENNAI,TAMIL NADU,TRUE,TRUE
600087,South-1,CHENNAI,TAMIL NADU,TRUE,TRUE
600089,South-1,CHENNAI,TAMIL NADU,TRUE,TRUE
600122,South-1,CHENNAI,TAMIL NADU,TRUE,TRUE
600128,South-1,CHENNAI,TAMIL NADU,TRUE,TRUE
600056,South-1,CHENNAI,TAMIL NADU,TRUE,TRUE
507129,South-1,BHADRACHALAM,TELANGANA,TRUE,TRUE
394720,West,AHWA,GUJARAT,TRUE,TRUE
394716,West,AHWA,GUJARAT,TRUE,TRUE
402203,West,ALIBAUG,MAHARASHTRA,TRUE,TRUE
402202,West,ALIBAUG,MAHARASHTRA,TRUE,TRUE
171018,North,SHIMLA,HIMACHAL PRADESH,TRUE,TRUE
175010,North,MANDI,HIMACHAL PRADESH,TRUE,TRUE
175011,North,MANDI,HIMACHAL PRADESH,TRUE,TRUE
327601,North,BAGIDORA,RAJASTHAN,TRUE,TRUE
354458,West,Dhari,GUJARAT,TRUE,TRUE
181151,North,Hira Nagar,JAMMU AND KASHMIR,TRUE,TRUE
262520,North,PITHORAGARH,UTTARAKHAND,TRUE,TRUE
262521,North,PITHORAGARH,UTTARAKHAND,TRUE,TRUE
224161,North,AYODHYA,UTTAR PRADESH,TRUE,TRUE
224171,North,AYODHYA,UTTAR PRADESH,TRUE,TRUE
175017,North,BILASPUR HP,HIMACHAL PRADESH,TRUE,TRUE
184206,North,BASOLI JK,JAMMU AND KASHMIR,TRUE,TRUE
224854,North,PALIA UP,UTTAR PRADESH,TRUE,TRUE
147023,North,PATIALA,PUNJAB,TRUE,TRUE
140702,North,PATIALA,PUNJAB,TRUE,TRUE
606906,South-1,TIRUVANNAMALAI,TAMIL NADU,TRUE,TRUE
606908,South-1,TIRUVANNAMALAI,TAMIL NADU,TRUE,TRUE
606904,South-1,TIRUVANNAMALAI,TAMIL NADU,TRUE,TRUE
792123,North East,JAIRAMPUR,ARUNACHAL PRADESH,TRUE,TRUE
301712,North,BIBIRANI,RAJASTHAN,TRUE,TRUE
327032,North,ARTHUNA,RAJASTHAN,TRUE,TRUE
323802,North,NAINWA,RAJASTHAN,TRUE,TRUE
297851,North,PALIA UP,UTTAR PRADESH,TRUE,TRUE
184210,North,KATHUA,JAMMU AND KASHMIR,TRUE,TRUE
228156,North,SITAPUR,UTTAR PRADESH,TRUE,TRUE
223710,North,SITAPUR,UTTAR PRADESH,TRUE,TRUE
141122,North,Ludhiana,PUNJAB,TRUE,TRUE
141022,North,Ludhiana,PUNJAB,TRUE,TRUE
267159,North,MIRZAPUR,UTTAR PRADESH,TRUE,TRUE
176601,North,HAROLI,HIMACHAL PRADESH,TRUE,TRUE
223712,North,GHIROR UP,UTTAR PRADESH,TRUE,TRUE
174024,North,KUTHERA,HIMACHAL PRADESH,TRUE,TRUE
227518,North,JHANSI,UTTAR PRADESH,TRUE,TRUE
174026,North,KUTHERA,HIMACHAL PRADESH,TRUE,TRUE
185154,North,Akhnoor,JAMMU AND KASHMIR,TRUE,TRUE
471313,Central,BADAMALHERA,MADHYA PRADESH,TRUE,TRUE
472010,Central,BADAMALHERA,MADHYA PRADESH,TRUE,TRUE
471315,Central,BADAMALHERA,MADHYA PRADESH,TRUE,TRUE
388265,West,BALASINOR,GUJARAT,TRUE,TRUE
394517,West,SURAT,GUJARAT,TRUE,TRUE
394320,West,SURAT,GUJARAT,TRUE,TRUE
394190,West,SURAT,GUJARAT,TRUE,TRUE
496116,Central,DHARAMJAIGARH,CHHATTISGARH,TRUE,TRUE
630104,South-2,CHETTINADU TN,TAMIL NADU,TRUE,TRUE
630101,South-2,CHETTINADU TN,TAMIL NADU,TRUE,TRUE
782470,North East,BOKAJAN,ASSAM,TRUE,TRUE
517619,South-1,SRIKALAHASTI,ANDHRA PRADESH,TRUE,TRUE
600078,South-1,CHENNAI,TAMIL NADU,TRUE,TRUE
500031,South-1,HYDERABAD,TELANGANA,TRUE,TRUE
500048,South-1,HYDERABAD,TELANGANA,TRUE,TRUE
500052,South-1,HYDERABAD,TELANGANA,TRUE,TRUE
400002,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400003,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400009,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400037,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400017,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
400075,West,MUMBAI,MAHARASHTRA,TRUE,TRUE
262530,North,PITHORAGARH,UTTARAKHAND,TRUE,TRUE
